type,title,country,month_added,release_year,rating,listed_in,duration_in_mins,,,,show_id,director,cast,description
Movie,Tangled Before Ever After,United States,November,2017,TV-Y7,"Animation, Coming of Age, Fantasy",58,,,,s1232,"Tom Caulfield, Stephen Sandoval","Zachary Levi, Mandy Moore, Eden Espinosa, Clancy Brown, Julie Bowen, Laura Benanti",Rapunzel escapes for a night of freedom before her coronation.
Movie,Tarzan & Jane,United States,November,2002,TV-PG,"Action-Adventure, Animation",78,,,,s1233,Steve Loter,"Michael Weiss, Olivia d'Abo, Rene Auberjonois, Jeff Bennett, Jim Cummings, Grey DeLisle",Tarzan and Jane celebrate their first year in the jungle.
Movie,Teacher's Pet,United States,November,2004,PG,"Animation, Comedy, Family",75,,,,s1234,Timothy Björklund,"Nathan Lane, Kelsey Grammer, Shaun Fleming, Debra Rupp, David Stiers, Jerry Stiller",A dog discovers that his dream of becoming a real boy isn't so far-fetched.
Movie,Teen Beach 2,United States,November,2015,TV-G,"Fantasy, Musical",106,,,,s1235,Jeffrey Hornaday,"Ross Lynch, Maia Mitchell, Grace Phipps, Garrett Clayton, John DeLuca, Chrissie Fit",Mack and Brady get a real-world visit from their retro movie compadres.
Movie,Teen Beach Movie,United States,November,2013,TV-G,"Coming of Age, Fantasy, Musical",97,,,,s1236,Jeffrey Hornaday,"Ross Lynch, Maia Mitchell, Grace Phipps, Garrett Clayton, John DeLuca, Chrissie Fit",McKenzie and her boyfriend Brady catch a wave into a retro coastal musical.
Movie,Teen Spirit,United States,November,2011,TV-14,"Buddy, Comedy, Coming of Age",82,,,,s1237,Gil Junger,"Cassie Scerbo, Lindsey Shaw, Chris Zylka, Tim Gunn, Carissa Capobianco, Gabriela Lopez","To save her soul, Amber must pull off a high-school miracle."
Movie,That Darn Cat,United States,November,1997,PG,"Animals & Nature, Comedy, Family",90,,,,s1238,Bob Spiers,"Christina Ricci, Doug Doug, George Dzundza, Peter Boyle, Michael McKean, Bess Armstrong","A teen, a cat and a rookie FBI agent team up to solve a kidnapping."
Movie,That Darn Cat!,United States,November,1965,G,"Animals & Nature, Comedy, Family",116,,,,s1239,Robert Stevenson,"Hayley Mills, Dean Jones, Dorothy Provine, Roddy McDowall, Neville Brand, Elsa Lanchester",A cat holds the clue to bank robbers holding a teller hostage.
Movie,The Absent-Minded Professor,United States,November,1961,G,"Comedy, Family, Science Fiction",96,,,,s1240,Robert Stevenson,"Fred MacMurray, Nancy Olson, Keenan Wynn, Tommy Kirk, Leon Ames, Elliott Reid",A bumbling professor invents gravity-defying Flubber.
Movie,The Adventures of André & Wally B.,United States,November,1984,TV-G,"Animation, Kids",2,,,,s1241,Alvy Smith,Others,Andre awakens from a nap and is greeted by a pesky bee.
Movie,The Adventures of Bullwhip Griffin,United States,November,1967,TV-PG,"Action-Adventure, Comedy, Family",111,,,,s1242,James Neilson,"Roddy McDowall, Suzanne Pleshette, Karl Malden, Harry Guardino, Richard Haydn, Hermione Baddeley",A boy joins the California gold rush with his trusty butler on his tail. See details for advisory.
Movie,The Adventures of Huck Finn,United States,November,1993,PG,"Action-Adventure, Coming of Age, Drama",108,,,,s1243,Stephen Sommers,"Elijah Wood, Courtney Vance, Robbie Coltrane, Jason Robards, Ron Perlman, Dana Ivey",Huck and a runaway slave brave the Mississippi River in search of freedom.
Movie,The Adventures of Ichabod and Mr. Toad,United States,November,1949,G,"Action-Adventure, Animation, Anthology",69,,,,s1244,"Jack Kinney, Clyde Geronimi, James Algar","Bing Crosby, Basil Rathbone, Eric Blore, Pat O'Malley, John Ployardt, Colin Campbell",Enjoy two classic stories with Toad's Wild Ride and the Headless Horseman.
TV Show,The Adventures of Spin and Marty,United States,November,1955,TV-G,"Buddy, Coming of Age, Family",360,,,,s1245,Others,"David Stollery, Tim Considine",Spin and Marty have adventures during the summer at Triple R Ranch. See details for advisory.
Movie,The African Lion,United States,November,1955,G,"Animals & Nature, Documentary, Family",72,,,,s1246,James Algar,Winston Hibler,Two wildlife experts spend years studying the majestic African lion.
Movie,The Apple Dumpling Gang,United States,November,1975,G,"Comedy, Family, Western",100,,,,s1247,Norman Tokar,"Bill Bixby, Susan Clark, Don Knotts, Tim Conway, David Wayne, Slim Pickens",Bumbling outlaws help three young orphans protect their huge gold nugget. See details for advisory.
Movie,The Apple Dumpling Gang Rides Again,United States,November,1979,G,"Comedy, Family, Western",89,,,,s1248,Vincent McEveety,"Tim Conway, Don Knotts, Tim Matheson, Kenneth Mars, Elyssa Davalos, Jack Elam",Two bumbling outlaw wannabes just can't succeed in going straight. See details for advisory.
Movie,The Aristocats,United States,November,1970,G,"Action-Adventure, Animation, Comedy",81,,,,s1249,Wolfgang Reitherman,"Phil Harris, Eva Gabor, Sterling Holloway, Scatman Crothers, Paul Winchell, Lord Tim Hudson",A pedigreed cat and her kittens are catnapped by a greedy butler. See details for advisory.
Movie,The Art of Skiing,United States,November,1941,TV-G,"Animation, Comedy, Family",8,,,,s1250,Jack Kinney,John McLeish,Goofy demonstrates the art of skiing. See details for advisory.
TV Show,The Avengers: Earth's Mightiest Heroes,United States,November,2010,TV-Y7,"Action-Adventure, Animation, Kids",720,,,,s1251,Others,"Eric Loomis, Bumper Robinson, Dawn Olivera, Phil LaMarr, Alex Desert, Kari Wuhrer",Chaos sweeps over the planet as the Super Villain prison system breaks down.
TV Show,The Avengers: United They Stand,"France, Canada, United States",November,1999,TV-Y7,"Action-Adventure, Animation, Kids",360,,,,s1252,Others,"Martin Roach, Rod Wilson, Lenore Zann, Ron Rubin, Hamish McEwan, Lynda Ballantyne","Set in a vibrant, high-tech future, the series focuses on the mightiest superheroes in the universe."
Movie,The Band Concert,United States,November,1935,TV-Y7,"Animation, Family, Kids",10,,,,s1253,"Wilfred Jackson, Walt Disney",Clarence Nash,Mickey's concert in the park is disrupted by Donald and a cyclone. See details for advisory.
Movie,The Bears and I,United States,November,1974,TV-PG,"Animals & Nature, Drama, Family",83,,,,s1254,Bernard McEveety,"Patrick Wayne, Chief George, Andrew Duggan, Michael Ansara, Robert Pine, Val DeVargas",A man seeking peace and quiet becomes a father to three mischievous bears. See details for advisory.
Movie,The Big Bad Wolf,United States,November,1934,TV-Y7,"Animation, Family, Musical",9,,,,s1255,Burt Gillett,Others,Red Riding Hood travels to visit her sick grandmother. See details for advisory.
Movie,The Biscuit Eater,United States,November,1972,G,"Animals & Nature, Drama, Family",93,,,,s1256,Vincent McEveety,"Earl Holliman, Patricia Crowley, Lew Ayres, Godfrey Cambridge, Beah Richards, Clifton James",Two young boys try to transform a misfit hound into a champion bird dog. See details for advisory.
Movie,The Black Cauldron,"United States, United Kingdom",November,1985,PG,"Action-Adventure, Animation, Coming of Age",82,,,,s1257,"Ted Berman, Richard Rich","Grant Bardsley, Susan Sheridan, Freddie Jones, Nigel Hawthorne, Arthur Malet, John Byner",A young pig keeper becomes an unlikely hero when he confronts an evil king.
Movie,The Black Hole,United States,November,1979,PG,"Action-Adventure, Science Fiction, Thriller",98,,,,s1258,Gary Nelson,"Maximilian Schell, Anthony Perkins, Robert Forster, Joseph Bottoms, Yvette Mimieux, Ernest Borgnine",Take a spectacular descent into nature's ultimate mystery: The Black Hole.
Movie,The Blue Umbrella,United States,November,2013,G,"Animation, Family, Kids",7,,,,s1259,Saschka Unseld,Sarah Jaffe,Two unlikely umbrellas fall eternally in love.
TV Show,The Book of Once Upon a Time,Others,November,2014,TV-Y,"Animation, Anthology, Kids",1440,,,,s1260,Others,Kate Mulvany,Classic Disney tales are brought to life in a magical storytelling experience.
TV Show,The Book of Pooh,United States,November,2000,TV-Y,"Comedy, Kids",720,,,,s1261,Others,"Jim Cummings, Paul Tiesler, Jeff Bennett, Peter Cullen, Stephanie d’Abruzzo, John Fiedler",Pooh and Friends discover Christopher Robin’s storybook filled with endearing tales about them!
Movie,The Brave Little Toaster Goes to Mars,United States,November,1998,TV-G,"Action-Adventure, Animation, Kids",73,,,,s1262,Robert Ramirez,"Deanna Oliver, Tim Stack, Roger Kabler, Thurl Ravenscroft, Eric Lloyd, Farrah Fawcett",Toaster and his friends head for Mars to bring the master's baby home.
Movie,The Castaway Cowboy,United States,November,1974,G,"Action-Adventure, Family, Western",91,,,,s1263,Vincent McEveety,"James Garner, Vera Miles, Robert Culp, Eric Shea, Elizabeth Smith, Manu Tupou",A Texan castaway helps defend a Hawaiian family's land.
Movie,The Cheetah Girls,"Canada, United States",November,2003,TV-G,"Coming of Age, Drama, Music",94,,,,s1264,Oz Scott,"Raven , Adrienne Bailon, Kiely Williams, Sabrina Bryan, Juan Chioran, Lori Alter",The Cheetah Girls sing and dance their way toward that elusive record deal.
Movie,The Cheetah Girls 2,United States,November,2006,TV-G,"Coming of Age, Drama, Music",98,,,,s1265,Kenny Ortega,"Raven-Symoné , Adrienne Bailon, Sabrina Bryan, Kiely Williams, Belinda Peregrin, Lori Alter",The Cheetahs go to Barcelona to perform in a music festival.
Movie,The Cheetah Girls: One World,United States,November,2008,TV-G,"Comedy, Coming of Age, Music",85,,,,s1266,Paul Hoen,"Adrienne Bailon, Sabrina Bryan, Kiely Williams, Roshan Seth, Michael Steger, Kunal Sharma",The Cheetah Girls are off to India to land a spot in a Bollywood musical.
Movie,The Christmas Star,"Canada, United States",November,1986,TV-G,"Crime, Drama, Family",94,,,,s1267,Alan Shapiro,"Edward Asner, René Auberjonois, Jim Metzler, Susan Tyrrell, Karen Landry, Alan North",A counterfeiter finds the true meaning of Christmas.
Movie,The Chronicles of Narnia: Prince Caspian,"United States, Poland, Slovenia, Czech Republic, United Kingdom",November,2008,PG,"Action-Adventure, Family, Fantasy",154,,,,s1268,Andrew Adamson,"Georgie Henley, Skandar Keynes, William Moseley, Anna Popplewell, Ben Barnes, Peter Dinklage",The Pevensie siblings return to lead the Narnians on a remarkable journey.
Movie,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","United Kingdom, United States",November,2005,PG,"Action-Adventure, Family, Fantasy",147,,,,s1269,Andrew Adamson,"Georgie Henley, Skandar Keynes, William Moseley, Anna Popplewell, Tilda Swinton, James McAvoy",Four siblings enter a magical land and help its inhabitants defeat a witch.
Movie,The Color of Friendship,"Canada, United States",November,2000,TV-G,"Biographical, Drama",83,,,,s1270,Kevin Hooks,"Carl Lumbly, Penny Johnson, Shadia Simmons, Anthony Burnett, Travis Davis, Lindsey Haun",Two girls from different backgrounds learn the true color of friendship.
Movie,The Computer Wore Tennis Shoes,United States,November,1969,G,"Comedy, Crime, Science Fiction",90,,,,s1271,Robert Butler,"Kurt Russell, Cesar Romero, Joe Flynn, William Schallert, Alan Hewitt, Richard Bakalyan",A student turns genius when he absorbs the knowledge stored in a computer.
Movie,The Country Bears,United States,November,2002,G,"Comedy, Music",91,,,,s1272,Peter Hastings,"Christopher Walken, Stephen Tobolowsky, Daryl Mitchell, M.C. Gainey, Diedrich Bader, Alex Rocco",The Country Bears aim to save the venue that made them famous.
Movie,The Emperor's New Groove,United States,November,2000,G,"Action-Adventure, Animation, Family",82,,,,s1273,Mark Dindal,"David Spade, John Goodman, Eartha Kitt, Patrick Warburton, Wendie Malick, Eli Linnetz",A selfish emperor learns a lesson in humility when he is turned into a llama.
Movie,The Even Stevens Movie,United States,November,2003,TV-G,"Action-Adventure, Comedy",94,,,,s1274,Sean McNamara,"Shia LaBeouf, Christy Romano, Tom Virtue, Nick Spano, Steven Lawrence, A.J. Trauth",An all-expenses-paid vacation ends up costing the Stevens their sanity.
Movie,The Flood,United States,November,2018,TV-PG,"Animals & Nature, Documentary",93,,,,s1275,Brad Bestelink,Angela Bassett,The Okavango Delta in Botswana transforms from desert to water wonderland.
Movie,The Fox and the Hound,United States,November,1981,G,"Action-Adventure, Animation, Buddy",85,,,,s1276,"Art Stevens, Ted Berman, Richard Rich","Mickey Rooney, Kurt Russell, Pearl Bailey, Jack Albertson, Sandy Duncan, Jeanette Nolan",A little fox and a hound pup become unlikely friends.
Movie,The Fox and the Hound 2,United States,November,2006,G,"Action-Adventure, Animation, Buddy",73,,,,s1277,Jim Kammerud,"Reba McEntire, Patrick Swayze, Jonah Bobo, Harrison Fahn, Jeff Foxworthy, Vicki Lawrence",Tod and Copper's friendship is put to the test.
Movie,The Game Plan,United States,November,2007,PG,"Comedy, Family, Sports",112,,,,s1278,Andy Fickman,"Dwayne Johnson, Kyra Sedgwick, Morris Chestnut, Roselyn Sanchez, Madison Pettis, Gordon Clapp",A superstar quarterback meets the daughter he never knew existed.
Movie,The Ghosts of Buxley Hall,United States,November,1980,TV-PG,"Comedy, Family, Fantasy",93,,,,s1279,Bruce Bilson,"Dick O'Neill, Victor French, Louise Latham, Rad Daly, Monte Markham, Ruta Lee",Ghosts inhabiting a cash-strapped academy enlist the help of a shy cadet.
Movie,The Goddess of Spring,United States,November,1934,TV-Y7,"Animation, Family, Fantasy",10,,,,s1280,Wilfred Jackson,Others,"The goddess of spring is kidnapped, bringing about the winter season. See details for advisory."
Movie,The Golden Touch,United States,November,1935,TV-Y7,"Animation, Family, Fantasy",11,,,,s1281,Walt Disney,Others,A fable of a king whose touch turns everything to gold. See details for advisory.
Movie,The Good Dinosaur,United States,November,2015,PG,"Action-Adventure, Animation, Buddy",94,,,,s1282,Peter Sohn,"Jeffrey Wright, Frances McDormand, Maleah Padilla, Ryan Teeple, Jack McGraw, Marcus Scribner",A dinosaur named Arlo makes an unlikely friend during his journey home.
Movie,The Great Muppet Caper,"United Kingdom, United States",November,1981,G,"Comedy, Crime, Family",98,,,,s1283,Jim Henson,"Jim Henson, Frank Oz, Dave Goelz, Jerry Nelson, Richard Hunt, Charles Grodin",Kermit and the gang investigate when Miss Piggy is framed for burglary.
Movie,The Greatest Game Ever Played,"United States, Canada",November,2005,PG,"Biographical, Sports",122,,,,s1284,Bill Paxton,"Shia LaBeouf, Stephen Dillane, Peter Firth, Elias Koteas, Stephen Marcus, Josh Flitter","The story of Francis Ouimet, the first amateur to win the U.S. Open."
Movie,The Haunted Mansion,United States,November,2003,PG,"Comedy, Family, Fantasy",89,,,,s1285,Rob Minkoff,"Eddie Murphy, Terence Stamp, Nathaniel Parker, Marsha Thomason, Jennifer Tilly, Wallace Shawn","A family comes face-to-face with 999 grim, grinning ghosts in creepy old Gracey Manor."
Movie,The Hockey Champ,United States,November,1939,TV-G,"Animation, Comedy, Family",9,,,,s1286,Jack King,Others,Donald and his nephews play Hockey. See details for advisory.
Movie,The Hunchback of Notre Dame,"United States, France",November,1996,G,"Action-Adventure, Animation, Family",96,,,,s1287,"Gary Trousdale, Kirk Wise","Tom Hulce, Demi Moore, Tony Jay, Kevin Kline, Paul Kandel, Jason Alexander",Quasi leaves his tower in Notre Dame to help a kind and beautiful gypsy.
Movie,The Hunchback of Notre Dame II,United States,November,2002,G,"Action-Adventure, Animation, Family",69,,,,s1288,Bradley Raymond,"Jason Alexander, Jennifer Hewitt, Tom Hulce, Paul Kandel, Charles Kimbrough, Kevin Kline",It's Quasimodo's turn to look past appearances when seeking true love.
TV Show,The Imagineering Story,United States,November,2019,TV-PG,"Docuseries, Historical",360,,,,s1289,Others,Others,Creating happiness takes a strong blend of imagination and engineering - known as Imagineering.
Movie,The Incredible Journey,"Canada, United States",November,1963,G,"Action-Adventure, Animals & Nature, Family",80,,,,s1290,Fletcher Markle,"Émile Genest, John Drainie, Tommy Tweed, Sandra Scott, Syme Jago, Marion Finlayson",Two dogs and a cat traverse the Canadian frontier to find their way home.
Movie,The Incredibles,United States,November,2004,PG,"Action-Adventure, Animation, Family",116,,,,s1291,Brad Bird,"Craig Nelson, Holly Hunter, Samuel Jackson, Jason Lee, Dominique Louis, Teddy Newton","A family of Supers, forced to adopt civilian lives, returns to action."
