type,title,country,month_added,release_year,rating,listed_in,duration_in_mins,,,,show_id,director,cast,description
Movie,Drain The Titanic,"United Kingdom, Canada, United States",January,2015,TV-PG,"Documentary, Historical",45,,,,s663,Jobim Sampson,Russell Boulter,We reveal the most famous ship wreck site by virtually draining the Titanic.
TV Show,First Class Chefs: Family Style,Others,January,2015,TV-Y7,"Family, Game Show / Competition",360,,,,s664,Others,"Gia Ré, Matt Tebbutt",First Class Chefs: Family Style is a cooking competition for the whole family!
Movie,Hacksaw,United States,January,1971,TV-PG,"Animals & Nature, Family, Sports",89,,,,s665,Larry Lansburgh,"Tab Hunter, Victor Millan, Ray Teal, Russ McCubbin, George Barrows, Christine Austin",A wilderness guide sets out to catch a legendary wild horse. See details for advisory.
Movie,Holes,United States,January,2003,PG,"Coming of Age, Drama, Family",119,,,,s666,Andrew Davis,"Sigourney Weaver, Jon Voight, Patricia Arquette, Tim Nelson, Dulé Hill, Shia LaBeouf",The Yelnats family curse lands young Stanley at Camp Green Lake.
Movie,Marvel 75 Years: From Pulp to Pop!,United States,January,2014,TV-PG,"Documentary, Family",42,,,,s667,Zak Knutson,"Laura Shields, Stan Lee, Alan Fine, Nicole Perlman, Jimmy Kimmel, Gerry Conway",See how Marvel became the top super hero storyteller in special interviews.
Movie,Marvel Rising: Battle of The Bands,United States,January,2019,TV-Y7,"Action-Adventure, Animation, Superhero",23,,,,s668,Others,"Dee Baker, Dove Cameron, Skai Jackson, Kathreen Khavari, Kamil McFadden, Tyler Posey",Gwen (Ghost-Spider) has to defeat Screaming Mimi both on the streets and on the stage.
TV Show,One Strange Rock,United States,January,2017,TV-PG,"Animals & Nature, Docuseries, Family",360,,,,s669,Others,Will Smith,"Hosted by Will Smith, One Strange Rock reveals the twists of fate that allow life to thrive on Earth"
TV Show,Out There with Jack Randall,Others,January,2019,TV-14,"Action-Adventure, Animals & Nature, Docuseries",360,,,,s670,Others,Jack Randall,Zoologist Jack Randall searches for dangerous animals in the most unforgiving environments on earth.
Movie,Super Rhino,United States,January,2009,G,"Action-Adventure, Animation, Comedy",4,,,,s671,Nathan Greno,"Miley Cyrus, Mark Walton, Susie Essman, Malcolm McDowell, Randy Savage",Rhino gets an upgrade just in time to save Bolt and Penny from Dr. Calico.
TV Show,The Proud Family,United States,January,2001,TV-G,"Animation, Comedy, Coming of Age",720,,,,s672,Others,"Tommy Davidson, Paula Parker, Jo Payton, Kyla Pratt, Tara Strong, Karen White","Follow the adventures of Penny, a typical African American girl navigating through teen-dom."
TV Show,The Super Hero Squad,United States,January,2009,TV-Y7,"Action-Adventure, Animation, Comedy",720,,,,s673,Others,"Grey DeLisle, Steve Blum, Mikey Kelly, Charlie Adler, Mark Hamill, Tom Kenny",The greatest heroes on the planet unite to face the greatest villains in the Super Hero Squad.
TV Show,Year Million,United States,January,2016,TV-PG,"Docuseries, Science Fiction",360,,,,s674,Others,Laurence Fishburne,"Explore what human life might be like, one million years into the future."
Movie,Forky Asks a Question: What is a Pet?,United States,December,2019,TV-G,"Animation, Comedy, Family",7,,,,s675,Bob Peterson,"Tony Hale, Aloma Wright, Bob Peterson","Forky meets Rib Tickles, and is schooled on the dangers of law enforcement."
Movie,Star Wars: The Last Jedi (Episode VIII),United States,December,2017,PG-13,"Action-Adventure, Science Fiction",152,,,,s676,Rian Johnson,"Mark Hamill, Carrie Fisher, Adam Driver, Daisy Ridley, John Boyega, Oscar Isaac",New heroes and galactic legends join to unlock mysteries of the Force.
Movie,Forky Asks a Question: What is a Leader?,United States,December,2019,TV-G,"Animation, Comedy, Family",6,,,,s677,Bob Peterson,"Tony Hale, Bonnie Hunt, Bob Peterson","Dolly teaches Forky about the qualities of a good leader, and he puts those qualities to the test!"
Movie,George of the Jungle 2,"United States, Australia",December,2003,PG,"Action-Adventure, Comedy, Family",89,,,,s678,David Grossman,"Thomas Church, Julie Benz, Christina Pickles, Angus Jones, Kelly Miller, John Kassir","George must rescue his family, then save the jungle from becoming mulch."
Movie,High School Musical: The Musical: The Series: The Special,United States,December,2019,TV-G,"Coming of Age, Documentary, Drama",23,,,,s679,Clayton Cogswell,"Joshua Bassett, Olivia Rodrigo, Sofia Wylie, Matt Cornett, Dara Renee",An exclusive look into the making of High School Musical: The Musical: The Series.
TV Show,Pick of the Litter,United States,December,2019,TV-PG,"Animals & Nature, Docuseries, Family",360,,,,s680,Others,Others,Watch an adorable group of six dogs on their quest to become guides for Guide Dogs for the Blind.
Movie,Togo,United States,December,2019,PG,"Action-Adventure, Animals & Nature, Family",117,,,,s681,Ericson Core,"Willem Dafoe, Julianne Nicholson, Christopher Heyerdahl, Richard Dormer, Michael Greyeyes, Michael McElhatton",An exhilarating and uplifting adventure set in the winter of 1925 of one man and his lead sled dog.
Movie,Forky Asks a Question: What is a Computer?,United States,December,2019,TV-G,"Animation, Comedy, Family",6,,,,s682,Bob Peterson,"Tony Hale, Kristen Schaal, James Brinkley, Bob Peterson",Trixie explains to Forky what a computer does as they experience the common stresses of technology.
Movie,Wind,United States,December,2019,G,"Animation, Family, Fantasy",9,,,,s683,Edwin Chang,"Emilio Fuentes, Sonoko Konishi","Trapped deep down an endless chasm, a grandmother and boy seek to escape to a better life."
Movie,Forky Asks a Question: What is Love?,United States,December,2019,TV-G,"Animation, Comedy, Family",7,,,,s684,Bob Peterson,"Tony Hale, Carl Reiner, Mel Brooks, Carol Burnett, Betty White, Kristen Schaal",Forky tries to understand the idea of love from some elder toys who think they’ve experienced it.
TV Show,One Day at Disney (Shorts),Others,December,2019,TV-PG,"Anthology, Docuseries, Family",360,,,,s685,Others,Others,Meet the diverse group of people behind some of Disney’s most magical stories.
Movie,Marvel Studios' Thor: Ragnarok,United States,December,2017,PG-13,"Action-Adventure, Comedy, Fantasy",132,,,,s686,Taika Waititi,"Chris Hemsworth, Tom Hiddleston, Cate Blanchett, Idris Elba, Jeff Goldblum, Tessa Thompson",Thor races against time to ensure that Asgard does not fall into the Hela's ruthless hands.
TV Show,Disney The Lion Guard,United States,December,2015,TV-Y,"Action-Adventure, Animation, Comedy",1080,,,,s687,Others,"Max Charles, Diamond White, Dusan Brown, Atticus Shaffer, Joshua Rush",The Lion Guard has assembled and now they will DEFEND!
Movie,One Day at Disney,United States,December,2019,TV-PG,"Documentary, Family",62,,,,s688,Fritz Mitchell,Others,Discover the inspiring personal stories of the people behind the enduring magic of Disney.
TV Show,Disney Star vs. the Forces of Evil,United States,December,2014,TV-Y7,"Action-Adventure, Animation, Comedy",1440,,,,s689,Others,"Eden Sher, Adam McArthur",Star battles villains throughout the multiverse.
Movie,Expedition Amelia,United States,December,2019,TV-PG,"Action-Adventure, Documentary, Historical",94,,,,s690,Chad Cohen,"Allison Janney, Bob Ballard, Fredrik Hiebert",Dr. Robert Ballard plans an expedition to solve the mystery of Amelia Earhart’s disappearance.
Movie,Glory Road,United States,December,2006,PG,"Biographical, Drama, Sports",119,,,,s691,James Gartner,"Josh Lucas, Derek Luke, Jon Voight, Austin Nichols, Evan Jones, Schin Kerr",The story of the first all African-American college basketball team.
TV Show,Henry Hugglemonster,"Ireland, United Kingdom, United States, South Korea, Canada",December,2012,TV-Y,"Animation, Fantasy, Kids",720,,,,s692,Others,"Lara Miller, Tom Kenny, Chiara Zanni, Lori Alan, Hynden Walch, Kari Wahlgren",Hugglemonsters always find a way!
Movie,Incredible! The Story of Dr. Pol,Others,December,2015,TV-14,"Animals & Nature, Biographical, Documentary",44,,,,s693,Others,"Ari Rubin, Dr. Pol",Dr. Pol shares his life story – from his wartime childhood to a love story fit for the movies.
Movie,Marvel Rising: Chasing Ghosts,United States,December,2019,TV-Y7-FV,"Action-Adventure, Animation, Superhero",24,,,,s694,Others,"Dee Baker, Chloe Bennet, Dove Cameron, Skai Jackson, Kathreen Khavari, Kamil McFadden",Ghost-Spider teams up with the Secret Warriors.
Movie,Marvel Rising: Heart of Iron,United States,December,2019,TV-Y7,"Action-Adventure, Animation, Coming of Age",46,,,,s695,Others,"Dee Baker, Chloe Bennet, Dove Cameron, Robbie Daymond, Kathreen Khavari, Daisy Lightfoot",Ironheart joins the Secret Warriors to defend Earth.
TV Show,Miles From Tomorrowland,United States,December,2014,TV-Y,"Action-Adventure, Animation, Kids",720,,,,s696,Others,"Olivia Munn, Cullen McCarthy, Fiona Bishop, Dee Baker, Tom Kenny",Blastastic! Join Miles and his family in outer space!
TV Show,Sheriff Callie's Wild West,"United States, South Korea, France",December,2011,TV-Y,"Animation, Kids, Western",720,,,,s697,Others,"Mandy Moore, Lucas Grabeel",Come and see how the West was fun with Sheriff Callie!
TV Show,Supercar Megabuild,United States,December,2016,TV-PG,"Buddy, Docuseries, Lifestyle",720,,,,s698,Others,Dom Joly,A team of top car mechanics create awesome supercar megabuilds.
Movie,The Incredible Dr. Pol: Blue Ribbon Kids,Others,December,2016,TV-PG,"Animals & Nature, Documentary, Family",42,,,,s699,Others,"Ari Rubin, Dr. Pol",It’s a best-of-the-kids compilation episode with the world’s most famous veterinarian.
Movie,Coco,United States,November,2017,PG,"Animation, Family, Fantasy",105,,,,s700,Lee Unkrich,"Anthony Gonzalez, Gael Bernal, Benjamin Bratt, Alanna Ubach, Renée Victor, Jaime Camil",Miguel journeys to the magical land of his ancestors.
Movie,Coco (in Spanish),Others,November,2017,PG,"Animation, Family, Fantasy",105,,,,s701,Lee Unkrich,"Anthony Gonzalez, Gael García Bernal, Benjamin Bratt, Alanna Ubach, Renée Victor, Jaime Camil",Miguel journeys to the magical land of his ancestors.
Movie,Forky Asks a Question: What is Time?,United States,November,2019,TV-G,"Animation, Comedy, Family",6,,,,s702,Bob Peterson,"Tony Hale, Wallace Shawn, Alan Oppenheimer, Bob Peterson",Rex uses the age of dinosaurs as an example to give Forky an understanding of the concept of time.
Movie,The Wonderful World of Disney Presents The Little Mermaid Live!,United States,November,2019,TV-PG,"Concert Film, Family, Fantasy",84,,,,s703,Hamish Hamilton,"Auli'i Cravalho, Queen Latifah, Shaggy , John Stamos, Graham Phillips, Amber Riley",Live musical performances by a star-studded cast are interwoven into the original feature film.
Movie,Forky Asks a Question: What is Art?,United States,November,2019,TV-G,"Animation, Comedy, Family",7,,,,s704,Bob Peterson,"Tony Hale, Robin Downes, Bob Peterson",Mr. Pricklepants tells Forky about the complexities of being an actor and the art of performance.
TV Show,Mickey Mouse Roadster Racers,Others,November,2017,TV-Y,"Animation, Kids, Sports",720,,,,s705,Others,"Bret Iwan, Russi Taylor, Bill Farmer, Daniel Ross, Tress MacNeille",The Sensational Six race roadsters around the world!
Movie,"Happy Birthday, Mickey!",Others,November,2019,TV-G,"Animation, Comedy, Dance",2,,,,s706,Others,Others,"Celebrating Mickey, the world’s most beloved character."
Movie,Forky Asks a Question: What is a Friend?,United States,November,2019,TV-G,"Animation, Comedy, Family",6,,,,s707,Bob Peterson,"Tony Hale, John Ratzenberger, Bob Peterson",Forky shares his thoughts on what makes a good friend based on his limited exposure to the world.
Movie,10 Things I Hate About You,United States,November,1999,PG-13,"Comedy, Coming of Age, Romance",98,,,,s708,Gil Junger,"Heath Ledger, Julia Stiles, Joseph Gordon-Levitt, Larisa Oleynik, David Krumholtz, Andrew Keegan","Cameron falls for the girl of his dreams, but she is forbidden to date."
Movie,101 Dalmatians,United States,November,1961,G,"Action-Adventure, Animation, Family",81,,,,s709,"Wolfgang Reitherman, Hamilton Luske, Clyde Geronimi","Rod Taylor, J. Pat O'Malley, Betty Gerson, Cate Bauer, Ben Wright, Fred Worlock",Cruella De Vil dognaps all of the Dalmatian puppies in London.
Movie,101 Dalmatians II: Patch's London Adventure,United States,November,2003,G,"Action-Adventure, Animation",77,,,,s710,"Jim Kammerud, Brian Smith","Barry Bostwick, Jason Alexander, Martin Short, Bobby Lockwood, Susanne Blakeslee, Samuel West",Pongo and Perdita's pup Patch gets the chance to meet his TV hero.
Movie,102 Dalmatians,"United States, United Kingdom",November,2000,G,"Action-Adventure, Animals & Nature, Family",104,,,,s711,Kevin Lima,"Glenn Close, Ioan Gruffudd, Alice Evans, Tim McInnerny, Ian Richardson, Gérard Depardieu","Oddball, the spotless Dalmatian puppy, heads out in search of his spots."
Movie,12 Dates of Christmas,United States,November,2011,TV-PG,"Comedy, Family, Fantasy",88,,,,s712,James Hayman,"Amy Smart, Mark-Paul Gosselaar, Peter MacNeil, Mary Long, Jayne Eastwood, Laura Miyata","Setup on a Christmas Eve date, a woman must relive the date over and over."
Movie,"20,000 Leagues Under the Sea",United States,November,1954,G,"Action-Adventure, Family, Science Fiction",127,,,,s713,Richard Fleischer,"Kirk Douglas, James Mason, Paul Lukas, Peter Lorre, Robert Wilke, Ted de Corsia",Climb aboard the Nautilus and into an undersea world of adventure! See details for advisory.
Movie,A Bug's Life,United States,November,1998,G,"Animation, Comedy, Family",98,,,,s714,John Lasseter,"Dave Foley, Kevin Spacey, Julia Louis-Dreyfus, Hayden Panettiere, Phyllis Diller, Richard Kind",Flik goes in search of warriors to help battle the villainous grasshoppers.
Movie,A Goofy Movie,"United States, Australia, France, Canada",November,1995,G,"Action-Adventure, Animation, Comedy",81,,,,s715,Kevin Lima,"Bill Farmer, Jason Marsden, Jim Cummings, Kellie Martin, Rob Paulsen, Wallace Shawn",Goofy and Max hit the road and get up to their floppy ears in misadventure.
Movie,A Kid in King Arthur's Court,"United States, Hungary, United Kingdom",November,1995,PG,"Action-Adventure, Comedy, Coming of Age",90,,,,s716,Michael Gottlieb,"Thomas Nicholas, Joss Ackland, Art Malik, Paloma Baeza, Kate Winslet, Daniel Craig",A mysterious earthquake sends a teenage boy back into medieval times.
Movie,A Knight for a Day,United States,November,1946,TV-G,"Animation, Comedy, Family",7,,,,s717,Jack Hannah,Others,"Goofy jousts for the hand of Penelope, as well as the championship. See details for advisory."
Movie,A Ring of Endless Light,United States,November,2002,TV-G,"Coming of Age, Drama, Romance",88,,,,s718,Greg Beeman,"Mischa Barton, Ryan Merriman, Jared Padalecki, Scarlett Pomers, Soren Fulton, Chris Kirby",Teenager Vicky Austin discovers that she can communicate with dolphins.
Movie,Aladdin (1992),United States,November,1992,G,"Action-Adventure, Animation, Family",94,,,,s719,"Ron Clements, John Musker","Scott Weinger, Robin Williams, Linda Larkin, Jonathan Freeman, Frank Welker, Gilbert Gottfried","Aladdin, Princess Jasmine and Genie join forces to stop evil Jafar."
Movie,Aladdin and the King of Thieves,United States,November,1996,G,"Action-Adventure, Animation, Family",86,,,,s720,Tad Stones,"Val Bettin, Jim Cummings, Gilbert Gottfried, Linda Larkin, Jerry Orbach, John Rhys-Davies",Aladdin and Jasmine plan their wedding…but will the Forty Thieves ruin it?
Movie,Aladdin: The Return of Jafar,United States,November,1994,G,"Action-Adventure, Animation, Family",71,,,,s721,"Toby Shelton, Tad Stones, Alan Zaslove","Jason Alexander, Jeff Bennett, Val Bettin, Liz Callaway, Dan Castellaneta, Jim Cummings",Aladdin and his friends defend Agrabah from Jafar's malice.
Movie,Alice in Wonderland,United States,November,1951,G,"Action-Adventure, Animation, Family",79,,,,s722,"Clyde Geronimi, Hamilton Luske, Wilfred Jackson","Ed Wynn, Richard Haydn, Sterling Holloway, Jerry Colonna, Verna Felton, Pat O'Malley",Join Alice as she chases the White Rabbit into a topsy-turvy world.
Movie,Aliens of the Deep,United States,November,2005,G,"Action-Adventure, Animals & Nature, Documentary",100,,,,s723,"James Cameron, Steven Quale","Dr. Anatoly Sagalevitch, Genya Chernaiev, Victor Nischeta, Dr. Pamela Conrad, Dr. Arthur Lane, Dr. Jim Childress",James Cameron teams up with NASA scientists to explore undersea life.
Movie,Alley Cats Strike!,"United States, Canada",November,2000,TV-G,"Coming of Age, Drama, Sports",87,,,,s724,Rod Daniel,"Kyle Schmid, Robert Ri'chard, Kaley Cuoco, Mimi Paley, Joey Wilcots, Philip Williams",Four outcast teens with a love of bowling are thrust into the spotlight.
Movie,Almost Angels,United States,November,1962,TV-PG,"Coming of Age, Drama, Family",90,,,,s725,Steve Previn,"Vincent Winter, Sean Scully, Peter Weck, Hans Holt, Bruni Löbel, Fritz Eckhardt",A working-class youth tries to fit in when with the famed Vienna Boys' Choir.
Movie,America's Heart & Soul,United States,November,2004,PG,"Documentary, Family",88,,,,s726,Louie Schwartzberg,"George Woodard, Charles Jimmie Sr., The Brothers, Frank Pino, Dave Pino, John Yacobellis",Journey across the U.S. to meet ordinary people living extraordinary lives.
Movie,Amy,United States,November,1981,G,"Drama, Family",100,,,,s727,Vincent McEveety,"Jenny Agutter, Barry Newman, Kathleen Nolan, Chris Robinson, Lou Fant, Margaret O'Brien",A young woman takes a job as a teacher in a backwoods school for the deaf.
Movie,An Extremely Goofy Movie,"United States, Australia",November,2000,G,"Animation, Comedy, Family",81,,,,s728,Douglas McCarthy,"Bill Farmer, Jason Marsden, Jeff Bennett, Jim Cummings, Brad Garrett, Vicki Lewis",Goofy shows up to finish college alongside his son Max.
TV Show,Andi Mack,United States,November,2016,TV-G,"Comedy, Coming of Age, Drama",1080,,,,s729,Others,"Peyton Lee, Joshua Rush, Sofia Wylie, Asher Angel, Lilan Bowden, Lauren Tom","Andi's life is shaken by her sister, Bex's, surprise."
Movie,Annie,United States,November,1999,TV-PG,"Drama, Family, Musical",91,,,,s730,Rob Marshall,"Kathy Bates, Alan Cumming, Audra McDonald, Kristin Chenoweth, Victor Garber, Vic Polizos",Annie escapes a “hard-knock life” and finds a bighearted billionaire.
Movie,Apollo: Missions To The Moon,United States,November,2019,TV-PG,"Documentary, Family, Historical",95,,,,s731,Tom Jennings,"Neil Armstrong, Buzz Aldrin","With rare archival footage, this film sheds new light on an incredible time in human history."
Movie,Atlantis Rising,Canada,November,2017,TV-PG,"Documentary, Historical",94,,,,s732,Simcha Jacobovici,"Georgeos Diaz-Montexano, Peter Vincenti, Richard Freund, Simcha Jacobovici, Charles Pellegrino, Félix Rodrigues",Filmmakers go in search of Atlantis using Plato's writings as a guide to lead the way.
Movie,Atlantis: Milo's Return,United States,November,2003,G,"Action-Adventure, Animation, Family",83,,,,s733,"Tad Stones, Toby Shelton, Victor Cook","James Taylor, Cree Summer, John Mahoney, Jacqueline Obradors, Don Novello, Corey Burton",Explorers emerge from below the sea to solve threatening mysteries above.
Movie,Atlantis: The Lost Empire,United States,November,2001,PG,"Action-Adventure, Animation, Family",98,,,,s734,"Gary Trousdale, Kirk Wise","Michael Fox, James Garner, Cree Summer, Don Novello, Phil Morris, Claudia Christian",Brave explorers venture under the sea seeking legendary Atlantis.
Movie,Auntie Edna,United States,November,2018,TV-G,"Animation, Comedy, Family",7,,,,s735,Ted Mathot,"Brad Bird, Eli Fucile, Maeve Andrews, Nick Bird, Noelle Zuber, Craig Nelson",Has famous fashionista Edna Mode met her match in Jack-Jack?
Movie,Avatar,United States,November,2009,PG-13,"Action-Adventure, Science Fiction",162,,,,s736,James Cameron,"Sam Worthington, Zoë Saldana, Sigourney Weaver, Stephen Lang, Michelle Rodriguez, Giovanni Ribisi",A man embarks on an adventure to an exotic world that he learns to call home & fights to protect.
Movie,Babes in the Woods,United States,November,1932,TV-Y7,"Animation, Family, Fantasy",8,,,,s737,Burt Gillett,Others,Two children wander the forest and get lured into a witch's house. See details for advisory.
Movie,Babes in Toyland,United States,November,1961,TV-PG,"Family, Fantasy, Musical",106,,,,s738,Jack Donohue,"Ray Bolger, Tommy Sands, Annette Funicello, Ed Wynn, Tommy Kirk, Kevin Corcoran",Villainous Barnaby tries to spoil Tom Piper and Mary Contrary's wedding.
Movie,Bambi,United States,November,1942,G,"Animation, Drama, Family",72,,,,s739,David Hand,Others,Bambi sets off with his best friends to explore the wonders of the woods.
Movie,Bambi II,United States,November,2006,G,"Animation, Drama, Kids",75,,,,s740,Brian Pimental,"Patrick Stewart, Alexander Gould, Keith Ferguson, Brendon Baerg, Nicky Jones, Andrea Bowen","Bambi reunites with his father, The Great Prince."
Movie,Bao,"United States, Canada",November,2018,G,"Animation, Family, Fantasy",8,,,,s741,Domee Shi,Others,A Chinese mom’s life changes when her dumpling comes alive.
Movie,Beach Picnic,United States,November,1939,TV-G,"Animation, Comedy, Family",9,,,,s742,Clyde Geronimi,Others,Donald Duck and Pluto are at the beach. See details for advisory.
Movie,Bearly Asleep,United States,November,1955,TV-PG,"Animation, Comedy, Family",7,,,,s743,Jack Hannah,Others,Donald Duck is a ranger and puts the bears to sleep for the winter. See details for advisory.
Movie,Beauty and the Beast: Belle's Magical World,United States,November,1998,G,"Animation, Anthology, Fantasy",71,,,,s744,Bob Kline,"Robby Benson, Paige O'Hara, David Stiers, Jerry Orbach, Jeff Bennett, Jim Cummings","In three short stories, see Belle make a gloomy castle fit for a princess."
Movie,Beauty and the Beast: The Enchanted Christmas,"Canada, United States",November,1997,G,"Animation, Family, Fantasy",73,,,,s745,Andy Knight,"Paige O'Hara, Robby Benson, Jerry Orbach, David Stiers, Bernadette Peters, Tim Curry",Former composer Forte threatens to keep Belle and Beast apart forever.
Movie,Beezy Bear,United States,November,1955,TV-G,"Animation, Comedy, Family",7,,,,s746,Jack Hannah,Others,Donald tries to catch the bear that is stealing his honey. See details for advisory.
Movie,Before the Flood,United States,November,2016,TV-14,Documentary,96,,,,s747,Fisher Stevens,"Leonardo DiCaprio, John Kerry, Barack Obama, Bill Clinton",Leonardo DiCaprio searches for answers on the issue of climate change.
Movie,Benji the Hunted,United States,November,1987,G,"Action-Adventure, Animals & Nature, Family",89,,,,s748,Joe Camp,"Red Steagall, Frank Inn, Nancy Francis, Mike Francis, Joe Camp, Steve Zanolini",Benji must navigate the wilderness while caring for orphaned cougar cubs.
TV Show,Best Friends Whenever,United States,November,2015,TV-G,"Buddy, Comedy, Coming of Age",720,,,,s749,Others,"Lauren Taylor, Shelby Bender, Gus Kamp, Ricky Garcia, Benjamin Royer, Matthew Royer",Best friends gain the ability to travel through time!
TV Show,Big City Greens (Shorts),Others,November,2017,TV-Y7,"Action-Adventure, Animation, Comedy",360,,,,s750,Others,Others,Head to the big city with the Green family!
Movie,Big Hero 6,United States,November,2014,PG,"Action-Adventure, Animation, Family",105,,,,s751,"Don Hall, Chris Williams","Scott Adsit, Ryan Potter, Daniel Henney, T. J. Miller, Jamie Chung, Damon Wayans Jr.",A boy genius and his robot team up to save their city.
TV Show,Big Hero 6 The Series (Shorts),Others,November,2017,TV-Y7,"Action-Adventure, Animation, Comedy",720,,,,s752,Others,Others,The team introduces Baymax to everyday activities.
Movie,Bizarre Dinosaurs,United States,November,2009,TV-PG,"Animals & Nature, Documentary, Family",46,,,,s753,Jenny Kubo,Peter Cullen,"Which dinosaurs were the strangest of the strange, and how did they get that way?"
Movie,Blank Check,United States,November,1994,PG,"Comedy, Family",94,,,,s754,Rupert Wainwright,"Brian Bonsall, Karen Duffy, Miguel Ferrer, James Rebhorn, Tone Lōc, Jayne Atkinson","An 11-year-old cashes a blank check for a million bucks, with wild results."
Movie,Boat Builders,United States,November,1938,TV-G,"Animation, Comedy, Family",8,,,,s755,Ben Sharpsteen,Others,Mickey and friends build a boat but it falls apart when christened. See details for advisory.
Movie,Bolt,United States,November,2008,PG,"Action-Adventure, Animation, Comedy",98,,,,s756,"Chris Williams, Byron Howard","John Travolta, Miley Cyrus, Susie Essman, Mark Walton, Malcolm McDowell, James Lipton",Hollywood's smallest star embarks on a paws-itively awesome adventure!
Movie,Bone Bandit,United States,November,1948,TV-G,"Animation, Comedy, Family",7,,,,s757,Charles Nichols,Others,Pluto's efforts to dig up a bone are frustrated by his allergy. See details for advisory.
TV Show,Bonkers,"United States, Hong Kong, South Korea, France, Canada, China, United Kingdom, Australia, Japan, Taiwan, Philippines",November,1993,TV-G,"Animation, Comedy, Kids",360,,,,s758,Others,"Charlie Adler, Corey Burton, Jesse Corti, Jim Cummings, Frank Welker, Gregg Berger",A washed-up cartoon star begins a new life as the first toon cop in Hollywood.
Movie,Boundin',United States,November,2004,G,"Animation, Family, Kids",6,,,,s759,Bud Luckey,Bud Luckey,The musical story of a dancing sheep.
TV Show,Boy Meets World,United States,November,1993,TV-PG,"Comedy, Coming of Age, Family",2520,,,,s760,Others,"Ben Savage, William Daniels, Betsy Randle, Will Friedle, Rider Strong, Lee Norris","Adolescent Cory Matthews grows up, and faces problems with friends, family, and school."
Movie,Brave,"United States, United Kingdom",November,2012,PG,"Animation, Coming of Age, Family",94,,,,s761,"Mark Andrews, Brenda Chapman","Kelly Macdonald, Billy Connolly, Emma Thompson, Julie Walters, Robbie Coltrane, Kevin McKidd",Princess Merida must undo a beastly curse before it’s too late.
Movie,Brave Little Toaster to the Rescue,United States,November,1999,TV-G,"Action-Adventure, Animation",75,,,,s762,Robert Ramirez,"Deanna Oliver, Tim Stack, Jon Lovitz, Thurl Ravenscroft, Phil Hartman, Jay Mohr",The gang tries to save their animal pals from being sent to a testing lab.
Movie,Breaking2,United States,November,2017,TV-PG,"Documentary, Sports",55,,,,s763,Martin Roe,"Lelisa Desisa, Eliud Kipchoge, Zersenay Tadese",Three of the world’s most elite distance runners set out to break the 2-hour marathon barrier.
Movie,Brink!,United States,November,1998,TV-G,"Coming of Age, Drama, Sports",90,,,,s764,Greg Beeman,"Erik von Detten, Sam Horrigan, Christina Vidal, Robin Riker, Geoffrey Blake, Patrick Levis",An in-line skater quits his crew to join a corporate-sponsored team.
Movie,Brother Bear,United States,November,2003,G,"Action-Adventure, Animation, Family",90,,,,s765,"Aaron Blaise, Robert Walker","Joaquin Phoenix, Jeremy Suarez, Jason Raize, Rick Moranis, Dave Thomas, D.B. Sweeney",A boy transformed into a bear makes an epic journey to become human again.
Movie,Brother Bear 2,United States,November,2006,G,"Action-Adventure, Animation, Family",78,,,,s766,Benjamin Gluck,"Patrick Dempsey, Mandy Moore, Jeremy Suarez, Rick Moranis, Dave Thomas, Andrea Martin",Bear Kenai is haunted by dreams of his previous life as a human child.
Movie,Buffalo Dreams,United States,November,2005,TV-G,"Buddy, Coming of Age, Drama",90,,,,s767,David Jackson,"Reiley McClendon, Simon Baker, Graham Greene, Tessa Vonn, Max van Ville, Chris Hunter",Two teenagers are sent on a vision quest by a Navajo elder.
TV Show,Bug Juice: My Adventures at Camp,United States,November,2017,TV-G,"Coming of Age, Docuseries, Family",360,,,,s768,Others,Others,Camp Waziyatah opens its doors for a fun summer.
Movie,BURN-E,United States,November,2008,TV-G,"Animation, Comedy, Family",8,,,,s769,Angus MacLane,"Angus MacLane, Tessa Swigart",BURN-E the welding bot is locked out of the star liner.
Movie,Cadet Kelly,"United States, Canada",November,2002,TV-G,"Comedy, Coming of Age",100,,,,s770,Larry Shaw,"Hilary Duff, Christy Romano, Shawn Ashmore, Aimee Garcia, Linda Kash, Nigel Hamer",An artsy teen goes from fab to drab after enrolling in a military academy.
Movie,Camp Nowhere,United States,November,1994,PG,"Comedy, Coming of Age, Family",96,,,,s771,Jonathan Prince,"Christopher Lloyd, Jonathan Jackson, Wendy Makkena, Tom Wilson, Andrew Keegan, Marne Patterson",An actor and some teenagers create the summer camp of their dreams.
Movie,Camp Rock,United States,November,2008,TV-G,"Coming of Age, Music, Musical",96,,,,s772,Matthew Diamond,"Demi Lovato, Joe Jonas, Meaghan Martin, Maria Canals-Barrera, Alyson Stoner, Julie Brown",Mitchie gets the chance to spend a summer at a prestigious music camp.
Movie,Camp Rock 2: The Final Jam,United States,November,2010,TV-G,"Coming of Age, Music, Musical",101,,,,s773,Paul Hoen,"Demi Lovato, Joe Jonas, Nick Jonas, Kevin Jonas, Daniel Fathers, Daniel Kash","To save Camp Rock, Mitchie challenges Camp Star to a final jam."
Movie,Can of Worms,"United States, Canada",November,1999,TV-PG,"Comedy, Coming of Age, Science Fiction",84,,,,s774,Paul Schneider,"Michael Shulman, Erika Christensen, Adam Wylie, Andrew Ducote, Lee Garlington, Brighton Hertford",Aliens invade when a teen asks for intergalactic help to escape Earth.
